Country Name|Country Code|Indicator Name|Indicator Code|1960|1961|1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020
Djibouti|DJI|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||15453273.39|18561299.85|20803318.2|24300617.24|27334482.6|29739266.99|32750474.46|36151342.39|40666870.16|52536612|43941123.9|48772025.47|54322160.69|60100026.19|57686625.79|61503926.82|68025896.83|80511303.84|83552545|89418723.78|97371279.44|107778576.9|163360196.7|180952558.1|200892959.1|214220908.2|224267308.9|242960221||
Dominica|DMA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||2477139.16|3074231.64|2965558.98|3947651.28|4460799.12|4845289.14|5303920.34|5771881.82|6329964.38|7168545.76|7775264.12|7798988.171|8876269.35|9796108.712|10571883.75|11303601.87|11920321.1|12628099.43|13020305.55|13631213.37|14259219.45|15359196.3|15310727.78|14707518.52|15754901.85|15263240.74|15814724.07|16693303.7|16763777.78|18762290.74|20088050|21992705.56|23771014.81|24219237.04|24523907.41|23387014.81|24214366.67|25177931.48|25947901.85|28051674.07|25411090.74|27610540.74||
Denmark|DNK|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||773264260.2|974320774.8|1210904675|1560586519|1825452134|2336174094|2785774778|2492979892|3089028832|3430419415|3708096459|3722300174|3607866937|3632094349|3523325067|3732064496|4943590037|6486727522|7051480861|6398105643|8960150792|7384642927|10526233337|10613534674|11147209413|13080162787|13980739131|13218890147|13515066753|13189597914|12225778094|12599203057|13724884973|16686295369|19505354609|20421489236|20843486648|23242359057|25225516683|25825967505|25984616457|28346447300|21558467813|27334253336|25235367246|21519429721|22129796688|23206126510|25171846213||
Dominican Republic|DOM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||36905002.5|35690697.14|38513000|50414742.74|62627598.35|77147921.97|59179498.5|67612503|81113800|99921601.8|96307501.5|118433716.4|123358404.8|133198401.6|149590495.5|61431397.26|70528740.42|61739649.14|56433736.19|71183466.58|75487402.44|104697264.3|76472247.77|99072339.2|125841039|174126472.1|227719594.2|380111242.5|444862981.2|444498310.1|479280292.2|495056269|492767228.5|376448141.2|383773965.6|621764403.3|651413177.4|741795773.5|844141843.7|868066417.7|992000052.4|1090449242|1165638743|1504242080|1610621348|1718846138|1825238991|1919775491|2058490549||
Algeria|DZA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||248029361.6|263435982.9|352510429.4|451882526.7|687184206.4|804491040.7|910955272.7|1035702598|1312793952|1513792898|1700017740|2094659750|2137667380|2325211501|2573010477|2789377226|3066839609|3207328864|2799101385|2650458666|2956740877|1985716825|2383851509|2795394403|2162810443|1978702629|1952785862|2053027609|2063297026|2070572428|2326458841|2374333351|2437683864|2922001560|3654636790|4382785325|5020700540|5941376270|7583958955|6070831086|7184159788|8840840162|9166157285|9167944716|9337014587|7217958498|7078753426|7361823737|7565551017||
East Asia & Pacific (excluding high income)|EAP|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Early-demographic dividend|EAR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
East Asia & Pacific|EAS|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Europe & Central Asia (excluding high income)|ECA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Europe & Central Asia|ECS|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ecuador|ECU|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||45332642.66|46214553.41|134361523.4|161523929.1|275163476.9|328393240.5|382967792|227429001.4|244725038.4|589094639.9|569848311.5|965991392.5|868712225.8|746302926|679786406.4|836658508.6|956200165.1|1249934628|1029314554|966895692.4|943921400.2|910677338.3|814186090.8|679191180|602221804.6|470168444.2|629277518.8|860813056.8|643459473.7|282403952|201821922.8|336920898|469494344.2|615714754|785386801.8|1004196564|1259284309|1505517617|2015149448|2211090203|2658513742|3120796100|3405153483|3685114426|3937203171|3834179112|3856323798|4007724181|4115999575||
Egypt| Arab Rep.|EGY|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||353592628.1|375587860.2|406169596.7|442387919.2|437275711.6|546633932.5|570855213.5|600959130|580097786.5|661111285.7|747776880.3|675545675.7|1164203196|1454400460|1410212302|1580868765|1654730456|1520695057|1356096758|1530620119|1379276659|1279455241|1514494315|1591241869|1980316169|2479919647|2926860230|3473697840|3779664481|4023912796|4424603528|4332612360|3904339495|3677992288|3499543790|3944954549|4764665621|5807509760|7242092574|8343025399|9462906518|10267293755|12025255884|12444627389|13156822663|14422662470|14487283864|10179856303|10789436367|
Euro area|EMU|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eritrea|ERI|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||7112007.374|8421708.866|9573989.61|14053575|10973375.24|9287915.608|23994683.55|25229203.51|21006428.78|17353025.81|10172436.7|18932828.99|24718968.13|21671173.03|20682302.38|22544844.23|23537076.6|31657177.92|27002064.54|35113028.77|||||||||
Spain|ESP|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||526123284.3|645496608.4|878332323.3|1093004058|1260330322|2692301939|1992986515|2354820269|3011935623|4460239382|5429192458|4705394636|4543986399|3953892736|3982959476|4214214270|5863732161|9128800417|11126181254|12718149044|17507018196|19407771565|22440380138|20834133351|22335187505|25601980778|27241712405|25814645444|25063768470|24591092265|22815453289|23692568501|26640851120|33946703837|40382911348|43447238652|46970021327|55286231864|64784504175|64696993054|61740704811|64644136908|53883177150|55210612127|55511397281|48328963742|49497097576|52587967771|57023325142||
Estonia|EST|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||272343388.8|280467099.7|344751893.6|470646466.8|536566424.2|616360622.6|710028314.7|880034434.7|1238099546|997507265.9|1012500763|1059458100|967336617.7|1059051537|1311416796|1085353011|1153735878|1289703330|1483919794||
Ethiopia|ETH|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||175217767.3|123182172|153978556.5|137305352.8|188954007.7|176711804.3|199120126.7|206042581.2|227924934.3|242162393.2|267808242.5|285376963|165954182.8|143817664.3|303643635.9|238122057|237783445.5|265634772.3|175911891.9|198828999.1|194685653|181674937.4|226348020.9|298002638.6|404965356.9|547204382.6|727734656.2|1034717675|1017226180|882837017.9|1166927747|1573008856|1369193180|1579024866|1977699858|2276755297|2499076981|2579223185||
European Union|EUU|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Fragile and conflict affected situations|FCS|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Finland|FIN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||561940011.7|619523284.6|668861429.6|883122143.3|1076799354|1451258312|1630770609|1775715797|1922612352|2007434902|2421519221|2405908745|2364313572|2329107379|2365315069|2668506985|3594320655|4564157629|5335030407|5755802402|7228225773|7828739121|7235358138|6463278577|6845112263|8858148148|8782086461|8708711958|8459693278|7429525890|6745870647|7050861298|7778983625|9654262977|11155916315|11558287278|11972787605|13610466740|15505713198|15363490414|15320973764|16633104631|17517100841|18296863185|18392693892|15130702730|15134538686|15969824156|17327090616||
Fiji|FJI|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||7787687.722|9673564.831|12237831.87|16831271.27|23366926.27|29407969.34|32107848.17|36928275.56|40524660.29|50320473.85|58270255.68|67375965.36|70353975.4|72254054.87|64407855.51|63343127.71|71808559.54|65360298.73|61322030.21|54676092.09|58887214.67|61382582.5|67664727.2|72205361.05|79418270.9|88183110.45|95956940.09|93910648.39|73117009.51|90244775.28|86686941.23|87053850.6|102698343.4|133673729.6|163940523.4|176337742.5|165577462.7|177271651.5|175093481.4|139159336.7|141157802.7|161425379.2|159996969.6|162481823|183182533.2|177077593.8|186717903.8|198826656.6|204123399.9||
France|FRA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||4322531003|4669870960|6129089727|7691835592|10299819967|14108609454|14562041792|16448408665|20332848837|24666049954|28258429059|27256260712|26969801377|25647523883|24783248518|25963193897|34865134009|41430012005|44099693866|43223510179|54764729551|57267091036|61905001239|66459925874|72722835539|86748597713|87445033979|78826615044|77616901739|76882080226|67602256339|68382577539|74133653021|96788755192|1.07895E+11|1.099E+11|1.14938E+11|1.32248E+11|1.45519E+11|1.40907E+11|1.37893E+11|1.45405E+11|1.374E+11|1.41297E+11|1.444E+11|1.22934E+11|1.24548E+11|1.31008E+11|1.40238E+11||
Faroe Islands|FRO|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Micronesia| Fed. Sts.|FSM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||26228001.3||||||||||51510849.4|52763177.39|54975733.77|54060778.22|49414475.97|51876009.34|53406614.06|56555013.88|58130867.81|58306713.57|58878153.19|58380364.63|61111928.27|61927524.59|63124561.12|63885811.13|70120159.79|72660353.53|75814471.53|80954639.95|80977867.09|81437778.63|88809430.13|91443619.36|98427001.92|97397422.91|
Gabon|GAB|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||8293320.237|9658391.788|10852381.65|17964532.62|38283844.22|54122733.54|76429220.44|71764174.92|58389797.57|72056137.27|104112771.1|95428040.28|89231412.24|83600470.75|90109850.89|83602929.95|85239956.05|82050249.78|96034819.84|106702239.6|144081430|130929186.8|131338107.2|100064805.7|98656378.76|114702543.8|131735800.5|123168696.9|134922317.3|125278755.3|131247467.9|134325149.6|147847742|176995689.4|200892144.5|263814290.2|274145785.9|324682616.4|408590923.3|327212597.7|382024594.1|480763466.7|472983331|486263744.8|528041259.8|403574796.8|395807184.6|427963330.3|482102154||
United Kingdom|GBR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||6350997804|7022549851|8237246538|9972340845|10549362961|15170920399|14855143599|15995588425|18888390149|23491986499|29969013386|29649417173|27088378215|25340678776|22932957778|23514638070|28398668978|34111688123|41541350845|39901589520|46791206005|50209578551|54870970641|57006709317|62268277092|66402833520|68565341466|81724732087|66324637851|63724997847|63925059167|62716665257|77692496114|93239561189|1.05922E+11|1.217E+11|1.274E+11|1.4814E+11|1.39278E+11|1.1845E+11|1.36235E+11|1.37499E+11|1.40799E+11|1.46558E+11|1.68859E+11|1.59979E+11|1.4443E+11|1.44698E+11|1.54714E+11||
Georgia|GEO|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||208938906.8|151367237.4|140743534.5|110020507.4|129233704.1|155486122.2|162592904.8|118663853.5|116966453.9|114419368.1|111880392.3|121517418.5|145056708.3|171035768|197323507|239762894.5|280369022.6|220285910.9|229355013.8|258395130|287161654.4|296955147.2|306190780.4|257228409.9|254150310.6|271871018.1|297705761.3||
Ghana|GHA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||82181608.7|90160051.2|83411184.27|102511068.4|100630434.8|117086170.2|126266101.7|146188000|115342980.3|84128632.48|115085062.2|71562088.86|72458823.53|65870993.52|61102968.04|110624228.8|184842168.1|157976381|152000045.3|159150927.8|161749434.1|184417091.9|179655692.9|166731778.8|151909484.8|180347994|193429171.9|192467068.4|208747875|280720082.4|221623710.5|283772111.1|357182648.2|476671219|594798438.5|678441635.7|880235949.3|1080758407|1423383868|1234658176|1481834229|3110127133|3130078989|3566639874|2203626066|2033896745|2290271046|2437551885|2727797422||
Gibraltar|GIB|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Guinea|GIN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||24792612.59|26842732.8|31543340.69|40806273.65|45416772.44|59828801.95|66016130.82|67111029.67|68980661.95|68649467.7|75602517.74|73457407.35|69375317.62|59190640.1|55814728.58|55748930.83|70008298.54|73942885.08|69876299.2|48007686.78|64957373.77|80993388.55|72200865.53|220691343.9|248692333.4|215516608.4|193914483.6|244723633|186341821.9|194077348.1|191941137.2|218971032.7|275195650.4||
Gambia| The|GMB|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||1159218.534|1198042.733|1438559.936|2142766.8|2556863.23|2639880.973|2944805.769|4052095.508|4636834.212|5536199.833|6586940.823|5806435.333|6846422.3|6521606.991|6694602.2|9286063.099|6211796.65|5882139.929|5578745.829|5345349.175|8747251.809|21445571.81|8347897.254|21526749.73|23935646.24|12330129.1|13314136.61|12478034.23|24726847.57|11080400.32|9935390.278|9293206.762|8247482.499|7469764.657|16048681.48|18107189.33|19525880.24|24998668.69|32106040.2|28300726.55|37229300.75|36787983.65|33812222.39|35801976.23|31933050.02|35173167.51|38369289.44|39098660.12|42441587.59|
Guinea-Bissau|GNB|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||2032110.146|2027114.948|2263605.62|2306744.596|2549386.301|2876181.734|2710285.775|2818002.075|2994835.606|3972489.467|4190375.05|5510852.727|5219945.791|5133839.57|4280505.328|4848811.486|3863970.123|4854110.599|4446575.703|5674406.874|6467136.265|6527852.13|5670852.554|5785866.406|5665957.732|5908377.07|6171064.765|6084953.208|4507954.486|4812358.122|7897029.055|7996537.19|8312303.448|9117251.128|9772608.879|10319936.96|10030253.4|11274799.65|13153370.13|11944558.34|11666717.21|14362588.44|13727044.28|11898831.9|12653832.74|12451205.19|14011886.98|15655250.86|16890779.73||
Equatorial Guinea|GNQ|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||1002921.429|980552.4766|978824.0419|1221112.255|1417858.443|1570470.5|1560782.028|1565796.056|||731999.0102|452201.9038|518172.317|608055.1506|708941.7595|868772.8135|1062379.627|1320612.445|1402566.819|1231310.171|1841911.785|1891160.849|2366625.112|2376800.981|1496125.607|1935323.256|3111557.291|6507875.05|4936391.537|6763044.479|6082262.247|5582356.12|8213804.305|9242053.638|14814603.01|41730136.95|79395326.09|104507464.7|146368321.2|99388504.07|95784551.28|138192203.1|148442331.8|150038627|147963876.3|99450176.64|87099385.48|89835318.84|100269796.3||
Greece|GRC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||173306309.1|178651336.4|250151146.5|227923291.1|313163495.5|409169966|416185589.6|520976560.6|725212467.5|838002019.3|992591021.6|858270661.7|953247669.9|859248631.6|874660407.5|965110979.5|1018161228|1192672255|1382208633|1597032979|2000363181|2049580056|2954580503|2678790845|2512699096|3512382093|3998480354|4491174364|3302700025|3443540406|3441593036|3746441801|4152535755|5412661202|7012206480|7693400311|8315610728|9619057003|10661003044|10002920211|9090104406|8678146029|7666327418|7426768566|7397684019|6102734174|6052120593|6323509099|6726487006||
Grenada|GRD|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||3509909.944|4255204.336|4966990.811|5410675.453|5555191.966|6071655.074|6481745.562|7216140.721|8399364.931|9479961.776|10931349.33|12159025.38|13722589.37|14273739.09|15869126|16460464|16272258|17080038|17751316|18981618|20263292|22823594|23104465.08|23050440.93|21123888.57|20103804.09|20269718.06|20022195.83|25015805.56|25118093.06|26909680.56|29372412.5|26558675|27417586.11|28008120.83|28709998.61|30488306.94|31074626.39|33103818.06|36171229.17|38294262.5|39655956.94||
Greenland|GRL|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Guatemala|GTM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||31718598.3|34972200|33377726.63|40969996.08|50552876.65|58125660.47|64819500|88558059.67|98282202.53|103579503|127207830.5|138365676.3|111844196.1|123044104.5|127533675.6|131500802.3|96614165.36|95065823.95|105531903.3|113324593.5|89453102.61|111639572.9|133897948.1|180504679.1|179945298|217444566.4|231674034.2|275292990.5|301337437.7|312001213.7|357998206.4|378011427|446854815.8|505038632.4|587024577.2|707196728.9|827423782.3|971495886.9|1106750548|1060864077|1158903201|1361808262|1448632308|1469999289|1645880901|1768082775|1823205363|1913585986|1977302874||
Guam|GUM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Guyana|GUY|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||9615450|9769850|10710297.77|15765428.57|16039379.94|18760625|25199063.65|28341000|28193986.31|34472397.24|32878535.13|39612857.14|31524997.5|35252002.8|29522366.29|31175583.28|23762700.56|14964807.49|18195042.04|14613438.36|16493899.61|12175629.95|15011131.07|20676054.1|14195893.75|16606395.15|21835912.98|22584875.37|36463213.48|37912097.51|44111914.84|47174270.43|51543528.6|45613128.7|40442932.57|62504037.52|71813498.85|61623773.67|63841066.61|65251520.84|76403334.62|80595469.65|83521281.66|86405259.42|90645517.23|94079988.5|100974118.7|101396941|110367159.9||
High income|HIC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Hong Kong SAR| China|HKG|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||79483985.6|91210523.51|110431419.7|156568712.5|199095908.3|217633764.4|286911972.2|326674360.3|382397505|461179816.5|549331024.2|616775452|491991145.3|684786865.5|779954329.2|804408671.7|930960759.1|1145929096|1354811000|1501189552|1670877270|2368756474|2468488973|3208786714|3608522888|4044336829|4159755027|4911510727|5295597880|5323291567|5570522982|5703340820|5920807891|5943049534|6351771969|6220238541|6102550983|6286481553|6213006246|6253215458|7008039878|7146781202|7538797979|7948923206|8417189424|8916280067|9306569309|10075372246|10721104807|
Honduras|HND|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||20311600|20764605.15|22792569.36|25849213.29|30008013.95|32182933.67|37914139.56|44813998.6|90112262.8|99043177.31|110349641.3|120416241.2|153976134|170709219.1|187397521.9|208530949.2|251520132.1|279791998.3|248607806.9|212264072|187845427.1|174669066.9|170023379.3|173391201.2|154808119.2|193168857.6|175744415.6|195867871.1|218315009.4|233304660.8|269648746.4|299942145.1|320777333.2|347984462.4|387781049.2|446692398.8|518836750|619629023.5|716797090.4|779572618.7|865041194.1|996885413|1060175533|1084792219|1148217960|1237102599|1278619860|1374919869|1400798382||
Heavily indebted poor countries (HIPC)|HPC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Croatia|HRV|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||780525188|823880959.1|830990281.8|882225202.9|799211529.6|742161622.8|792162033.8|919872614.6|1243644328|1508105165|1653596678|1856177856|2245764605|2869292857|2503449051|2356987439|2527149537|2371254215|2559658214|2539484490|2214803748|2252309159|2452614264|2704057060||
Haiti|HTI|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||16250806.09|16832049.41|17320069.63|18637236.78|20698411.12|23462803.92|37973215.82|39014404.69|46771594.58|46436269.23|44990961.12|50507978.32|32817327.39|27298525.2|31655899.44|41233314.28|42686350.36|48963963.99|54549028.99|60778169.71|57980363.67|52573360.69|50556590.9|43042269.68|51535702.69|62468863.72|69615869.43|86055223.25|95797797.85|96431753.58|97124260.07|110469182.4|116334287.7|124483062.5|128984138.4|128038355|117134898|123701817.8|141950738.7||
Hungary|HUN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||2232982323|2392479024|2088121957|1871108916|2034104519|1968350304|2032974119|2071337951|2379630322|3130848871|4559692230|5183503358|5580629048|5692949047|6801520331|7474619748|6052670063|5696004694|6004135215|5115686004|5424863422|5947531695|5333185436|5560290223|6078502176|6782143965||
IBRD only|IBD|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
IDA & IBRD total|IBT|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
IDA total|IDA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
IDA blend|IDB|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Indonesia|IDN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||144219178.1|146623959.2|169792771.1|242738622.3|367703856.7|420526572.3|504230330.6|591840734.3|637374905.3|605718746.5|819993880.2|933271393.3|941390741.5|794884223.1|788121646.8|754925097.4|668255010.6|592139013.4|615364283.1|719120909.9|632043065.1|695362350.1|763385627.5|737440625.9|860745805.9|1177127049|1327658626|1256639740|1032368778|1728834917|2352916662|2653504740|3621359598|4736939133|5608624480|6742298872|9317862211|11853023031|13335808780|17026711752|18742202006|24831638886|27204824729|27000110634|25869533104|27188912751|29467341556|32126211114|33068541861||
IDA only|IDX|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Isle of Man|IMN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
India|IND|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||1530081479|1473118748|1705740924|2042446592|2539604177|2159918521|2458955724|3030380142|3427754878|3982708460|4855823760|5031920553|6103846030|6853895144|5695927200|6708980238|7427230468|8033408183|7924049496|9655894858|11087136638|9043843629|9365377981|8814224329|10016370252|11043822268|11287149942|11957107133|15752366336|19530632059|19468397448|19051871759|19011569928|20959933885|22681027609|25493312285|28733790539|37318531923|36705512299|41083414971|51055937864|55656190979|55630271996|56474927954|62062473601|64038815633|69236555821|80821710495|82674274500||
Not classified|INX|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ireland|IRL|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||188077685|195199320|255058660.9|299449472.5|324987186.7|501556673.6|363913458.1|509064005.5|638102844.2|851969114.1|1030715857|1056198098|1047761016|1041501949|1005721634|1051367294|1430219278|1789380519|1863092277|1840284791|2200540968|2370627221|2731834045|2620640824|2920856049|3287883838|3553741179|4237785516|3601989437|3734904993|3707627952|3924133850|4741229398|6458315468|8198772226|8852301415|9790079397|11552382583|13576011411|13374205907|12377920847|12841774544|12224485073|11983792867|11830591756|10200901651|10351021162|11256259597|12676146498||
Iran| Islamic Rep.|IRN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||5016653434|6195901903|6441729422|6847134922|6827704566|6041353508|5783659113|5883439241|7072692104|5649215695|4392155375|4679677352|4383466429|||2432668106|2850652985|3507194526|3797453478|3180071880|4614049406|4652828317|4390243596|5077015095|5830290031|6784013816|8613974479|10194508694|12707786964|15717439221|15968514081|16817495398|20011042251|21289279589|19424524222|14644584029|12411772245|10316663221|13490305885|16161905369||
Iraq|IRQ|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||1210238402|963743311.9|1847674372|1702668382|1902144741|1747828884|1616422001|2228071084|2229258926|2915296237|8150862657||||||||||||||1687295189|2089673756|2833360513|3945561701|6214547634|5278773932|6445056442|8533582564|10076759365|10744554648|10733859443|8095189354|7972617698|8925375959|10233753287||
Iceland|ISL|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||21777019.55|27762688.75|34656836.39|47684109.95|62498197.2|57431794.34|68047063.29|90383954.69|102413171.2|116262327.9|137623885.4|141186728.7|128837097.8|110273047.2|113523093.7|118947473.7|160130435.8|223898131.5|247094499.3|227178487.9|259492906|303994253.4|312776550.6|294833835.2|275798875.8|315377802.7|345857056.2|370079486.7|536702794.7|497540311.1|497840208.7|482239185.6|616007180.8|783477646.1|905508726|1122868931|1125491666|1389587823|1176533552|880203058.5|896317316|982838857.6|1053985402|1137786514|1281716956|1237676097|1468469138|1775052836|1846133305||
Israel|ISR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||427320338.6|399824500|529595146.1|583530000|903264750|867231166.7|887618625|1055048400|1160208000|1528588400|1862223353|1840978947|1830367543|2247181523|1995802841|2202252726|2133553571|2353889457|2288512496|2910909534|3242917866|3814640814|4404432563|4719920385|5773645471|6709689008|7301901996|7573122512|6810248158|7519937057|7445722769|7970210629|7469275749|7721873706|7654505880|7926492301|8606789978|9525803480|11421066569|10814373795|12286523698|13851631870|13332894616|15607174581|16334481704|15942598834|16898260084|18696388697|19824273933||
Italy|ITA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||3888414108|3772750412|4251111685|5476737867|7189985891|7759587152|8102498278|9169535928|11060121298|14648313313|18489845372|17205663996|17690314896|19032342872|19682237142|20300682901|28032037221|36714444034|40014439416|35115168109|35002650630|35624942614|51995694451|49345603843|48696943584|51057897064|58487661564|56115164893|53023598249|53232330940|46262203777|51424083597|52752336589|67048625011|75070163534|74045605845|83897281935|86710340980|1.00069E+11|93945099611|87735251293|89847426130|81739799046|84335978613|83733055791|71206502226|69275369479|72639178051|77643837791||
Jamaica|JAM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||34644504.27|37716858.79|57108664.5|58142176.42|94846661.53|126811576.7|132934990.7|166526448.9|146969292.6|128721983.9|169916803.4|184806672.6|217875229.8|236202871.3|144438341.6|104450095.3|121507644.9|135237629.9|142926797.1|182384440.7|178778832.1|153531647.9|106696680.4|166786141|218045779.5|215778217.8|285728859.1|379400253.4|523429945.9|502288518.6|483545157.1|463355490.5|472049443.8|377512078.4|381839877.7|500178040|523783478|551259794.3|798875859.3|687551829.4|792830822.7|895451620.9|921773462.2|873225040.9|835238564.6|755970193.8|728211951.3|757129743.4|833078275.9||
